user_id,total_distance_km,average_speed_kmh,maximum_speed_kmh,number_of_locations,average_time_spent_minutes
84,28437.00398853663,12.87692684207188,200.0,143759,1.4950023920345252
85,4751.479305327195,9.011029091912608,200.0,121671,1.4188301183533543
86,123.81410320478872,11.897746863685777,98.26290698664975,544,18.210754604872253
87,4.7318044130991215,3.906735451934651,117.5999296274182,139,47.479714912280706
88,155.7673916606173,5.776763302194528,200.0,13682,0.8467431249229251
89,4119.138144817013,20.309933627515907,200.0,21669,5.219629785353127
90,51.85056193222868,7.127836177078218,187.27739532318702,310,32.44401041666667
91,2506.009423944419,12.99168252257271,200.0,5983,20.46358743217224
92,2296.0521860346175,10.015333626799254,200.0,21689,6.77184722721284
93,48.357098175319415,3.974284300992706,200.0,2628,7.343668989285982
94,243.93928696198228,8.839486508799821,200.0,2493,5.138767597232165
95,366.0817904560158,6.77670234044567,200.0,8629,5.497475068958201
96,615.0214935849299,4.288733008103525,200.0,26993,0.9622993710363545
97,69.16177979712523,7.940288364921346,200.0,1135,68.56043543543544
98,74.55880947821643,6.202352837217263,138.03825943585028,791,16.27039770397704
99,3660.9693091449744,34.460400726476536,200.0,1257,121.25630097342805
100,24.704673736052623,8.975093702700809,200.0,1951,2.5614351925843053
101,1636.8013260372354,10.702873149547203,200.0,7700,22.294523705536953
102,188.0566358332363,7.865221959043714,200.0,4082,16.188140161725066
103,493.31209043845865,7.452023653138285,200.0,14327,0.9531459609215513
104,1431.834368605058,7.512916276902676,200.0,19933,11.842935970893503
105,217.87703798580404,9.371382170447015,200.0,1861,6.113117518125105
106,407.00264499535444,16.099192781739983,200.0,1734,1.7971116708648194
107,11.253949471231245,3.1738871888033424,90.26269108349175,197,34.345644891122284
108,227.36963614846366,12.25555480127354,144.5247281712429,479,19.122486225895315
109,41.37347448783194,17.489598996653942,100.68984819166755,540,7.465910364145658
110,296.30827568819075,13.031231954215455,200.0,4519,28.911195652173916
111,6310.309508945722,12.947651746266068,200.0,15052,78.8103767019009
112,1239.495821507988,6.551972789177954,200.0,20968,2.7961927056303346
113,355.7526860068646,9.920832830932712,82.87330000464266,5411,1.4105709782180371
114,356.50102814297816,23.47477419847029,112.34230080045438,7496,112.54765244891338
115,9822.300473221616,26.83719788612176,200.0,49705,4.916318195090178
116,11.295521738435017,9.456634963348874,40.38276327049333,745,1.7268164942985944
117,22.118380322041112,8.473871033057042,200.0,284,54.82096774193548
118,298.6725322746924,29.87932786713602,200.0,1329,14.633198529411766
119,820.9072230534861,5.932360036103369,200.0,24715,0.9733097795001318
120,288.89112244099925,22.463438405383506,200.0,8366,0.15102110173942598
121,129.79767646377064,5.592577272801732,200.0,2314,2.0135767964722686
122,1045.2389053263626,15.043894076857331,200.0,31959,2.8365779195266816
123,789.0362993931695,4.427021110942481,139.42777187820707,3024,0.6991636459749283
124,6200.660883708104,48.13554527283789,200.0,101496,0.07975448119687294
125,2047.1252348879962,15.03631753838034,200.0,44743,2.4812209734519786
126,4040.8935862648427,13.641983182236968,200.0,126972,1.1395924616166817
127,2294.9640628324246,24.774411878886678,200.0,17400,0.599031491124433
128,60865.21440860235,15.407516680259077,200.0,404907,1.6995262691023192
129,642.4458149244222,7.253933762379341,200.0,5374,4.960255860929179
130,256.7656760782917,11.480489561099338,200.0,23811,3.300975609756098
131,608.5526672374046,29.92668844522657,190.27410429366165,39163,2.687195894906837
132,282.95920900276553,18.12590568842404,139.55800125933925,10295,4.811225229930078
133,399.49602214848977,15.772593397650594,200.0,4374,28.831794377067254
134,1067.3902479392052,16.90865756598588,200.0,3431,99.46692720859387
135,956.3571882977146,37.48585912219796,200.0,68797,0.5729225891531634
136,99.70490972287101,6.831357551233226,160.4347434430992,1135,26.1527820316488
137,646.1489737784216,32.2995821074856,200.0,13175,0.09007839007839007
138,99.03578674365437,4.61727996609374,200.0,2191,21.749730611087482
139,1574.4396927839919,8.512316401437538,200.0,1280,38.02264104459226
140,51601.89280803017,21.175746058066707,200.0,167209,3.722045707589772
141,392.1967290659242,1.9855071975225795,200.0,18209,0.28425351239520485
142,32719.444378390803,15.962046141300995,200.0,67760,11.22980407665655
143,9.839380243508474,2.197235213245496,55.761638631353335,840,0.14933796756041046
144,33173.443474607484,34.303533611640816,200.0,357181,1.269822632246582
145,46.530793099226955,2.847361233610389,200.0,3433,9.457210389959961
146,18.715000481562658,5.106898332350344,166.25123958641828,248,44.997242647058826
147,328.6232538777322,5.948600420468877,200.0,8360,3.552515908845023
148,699.7612312806839,41.42084078777554,200.0,38335,1.9563793927803013
149,199.92665893040086,12.563535443787186,200.0,5043,0.10270083648989899
150,243.93928696198228,8.839486508799821,200.0,2493,5.138767597232165
151,12.041736880870918,2.357711119341017,105.57040048406355,555,0.21800302571860816
152,39.07996025523814,6.081271121406069,200.0,3644,0.27916092386083613
153,95191.9101143885,18.59808301706878,200.0,748851,1.197325514118259
154,196.2518990034235,6.96598908369598,200.0,2353,10.385354052823317
155,568.1281132037637,16.128711803458337,200.0,21187,2.809694405039552
156,119.5728138433503,17.710147165045537,200.0,11437,0.21982244885421146
157,749.9098605895872,14.315685311370252,200.0,2252,5.627079999999999
158,1916.171360165695,5.10248251706664,200.0,3107,11.307379367720467
159,891.8417156037231,12.197093463995786,200.0,12731,1.4860799951820498
160,112.38410996569567,11.98082607186416,200.0,10747,0.10810904927166702
161,31.046870640794957,4.757701720838892,104.04377538879059,715,29.100813516896118
162,472.7141407347524,14.225135433313035,163.47378067781628,334,38.543117010816125
163,144271.1749836573,24.496982519811944,200.0,491597,6.820939695125433
164,29.006028170941956,4.833610738894043,200.0,281,46.47942890442891
165,169.99692445785718,3.1442613788878098,200.0,7554,0.45485363004932844
166,19.117101883446335,6.4560803570486724,200.0,684,6.536997549019609
167,4027.542175911729,12.63063190309441,200.0,150500,0.8350484586708901
168,4546.1524627768185,25.813920513302133,200.0,123428,3.9550490998147723
169,398.58217159716855,18.533114330058524,200.0,16377,0.7341794112980553
170,33.25935855760005,17.994375771762527,200.0,2952,7.437731322823852
171,18.737227876540587,3.062160361084795,49.85070864845112,172,43.27354048964219
172,21458.564229980162,27.022110863275742,200.0,32617,2.3492416352288594
173,30.627829033551535,12.446743315622394,60.312898018958194,804,24.20484536082474
174,802.741298112333,5.7309080058950395,200.0,6343,51.284464978325346
175,204.5375520236466,10.940677110603737,200.0,305,13.355519480519481
176,324.7231108428005,11.962563079865292,200.0,350,37.04483901515152
177,15.27086239950239,5.462151457972719,167.26754964319238,1543,0.07481105470953187
178,0.5194303071154298,3.8732541345370595,61.04329518992188,42,0.08333333333333333
179,772.3486702722271,7.108905193822333,200.0,30956,0.934936987054016
180,940.6765044611323,39.548672555101824,183.24214187066912,40860,1.3777950925101414
181,1080.0024487673206,5.395237031040813,200.0,681,204.85819990295974
